"","lat","long","accuracy","formatted_address","address_type","status","index"
"281",NA,NA,NA,NA,NA,"ZERO_RESULTS",280
"282",46.2796745,4.784857,"route","Rue Saint-Véran, 71000 Mâcon, France","route","OK",281
"283",44.7232618,8.0835572,"locality","12050 Barbaresco CN, Italy","locality,political","OK",282
"284",-38.5927961,145.5997422,"establishment","36 Turner St, Wonthaggi VIC 3995, Australia","establishment,point_of_interest","OK",283
"285",33.4739175,-117.1405868,"establishment","Temecula Valley, Temecula, CA 92592, USA","establishment,natural_feature","OK",284
"286",-41.4545196,145.9706647,"administrative_area_level_1","Tasmania, Australia","administrative_area_level_1,political","OK",285
"287",NA,NA,NA,NA,NA,"ZERO_RESULTS",286
"288",43.4210111,11.3596756,"bar","Località Dievole, 6 (fraz. Vagliagli), 53019 Castelnuovo Berardenga SI, Italy","bar,establishment,food,liquor_store,lodging,point_of_interest,restaurant,store","OK",287
"289",41.9365557,12.515977,"bar","Via Filippo Marchetti, 13, 00199 Roma RM, Italy","bar,establishment,point_of_interest","OK",288
"290",44.8604934,-0.569448,"route","Cours du Médoc, 33300 Bordeaux, France","route","OK",289
"291",45.1182874,-0.7309917,"route","Avenue du Haut Médoc, 33460 Cussac-Fort-Médoc, France","route","OK",290
"292",44.820179,-0.600083,"route","Passage Fronsac, 33000 Bordeaux, France","route","OK",291
"293",44.860684,-0.5650222,"route","Allée Margaux, 33300 Bordeaux, France","route","OK",292
"294",-38.2854053,145.093449,"administrative_area_level_2","Mornington Peninsula, VIC, Australia","administrative_area_level_2,political","OK",293
"295",NA,NA,NA,NA,NA,"ZERO_RESULTS",294
"296",41.59491,-4.575127,"bar","Carretera de Villabañez Km1, 47320 Tudela de Duero, Valladolid, Spain","bar,establishment,food,point_of_interest","OK",295
"297",48.7668872,12.3761626,"political","Franken, 84082 Laberweinting, Germany","political,sublocality,sublocality_level_1","OK",296
"298",39.33667,-123.3,"locality","Ridge, CA 95490, USA","locality,political","OK",297
"299",42.967171,11.437808,"establishment","Via Giuncheti, 53024 Montalcino SI, Italy","establishment,food,liquor_store,point_of_interest,store","OK",298
"300",49.034744,1.598236,"route","Rue de Gascogne, 78840 Freneuse, France","route","OK",299
"301",44.32943,1.412179,"colloquial_area","Le Bout de la Côté, 46170 Pern, France","colloquial_area,political","OK",300
"302",44.6800114,7.9969614,"route","Corso Barolo, 12051 Alba CN, Italy","route","OK",301
"303",46.1178204,4.7451317,"route","Rue de la Dune Rose, 69220 Saint-Jean-d'Ardières, France","route","OK",302
"304",47.270302,4.988667,"locality","21160 Marsannay-la-Côte, France","locality,political","OK",303
"305",47.225962,4.968739,"locality","21220 Gevrey-Chambertin, France","locality,political","OK",304
"306",47.02603,4.840004,"locality","21200 Beaune, France","locality,political","OK",305
"307",41.1273397,14.7816333,"establishment","Via Traiano, 3, 82100 Benevento BN, Italy","establishment,point_of_interest,university","OK",306
"308",50.4597204,6.9657588,"establishment","Ahr, Germany","establishment,natural_feature","OK",307
"309",41.2379783,0.7913227,"administrative_area_level_3","El Priorat, Tarragona, Spain","administrative_area_level_3,political","OK",308
"310",43.2043544,10.612672,"establishment","57022 Bolgheri, Province of Livorno, Italy","establishment,food,point_of_interest","OK",309
"311",43.3270136,2.5281994,"locality","11160 Caunes-Minervois, France","locality,political","OK",310
"312",29.664215,-98.1443989,"route","High Plains, New Braunfels, TX 78130, USA","route","OK",311
"313",49.7470602,7.4749495,"establishment","Nahe, Germany","establishment,natural_feature","OK",312
"314",-33.6509809,-69.1558647,"locality","Vista Flores, Mendoza, Argentina","locality,political","OK",313
"315",NA,NA,NA,NA,NA,"ZERO_RESULTS",314
"316",-31.9512689,115.8659972,"establishment","1/1 Nash St, Perth WA 6000, Australia","establishment,point_of_interest","OK",315
"317",38.5348836,-120.792458,"neighborhood","Shenandoah Valley, CA, USA","neighborhood,political","OK",316
"318",45.127331,-0.662843,"establishment","11 Cours Vauban, 33390 Blaye, France","establishment,food,point_of_interest","OK",317
"319",38.4742922,-1.3254823,"route","Av. de Levante, 30520 Jumilla, Murcia, Spain","route","OK",318
"320",45.652961,8.2740788,"route","Via della Costa, 13868 Sostegno BI, Italy","route","OK",319
"321",38.906269,-123.231222,"establishment","25701 CA-128, Yorkville, CA 95494, USA","establishment,food,point_of_interest","OK",320
"322",41.2510217,1.5015009,"administrative_area_level_3","Baix Penedès, Tarragona, Spain","administrative_area_level_3,political","OK",321
"323",NA,NA,NA,NA,NA,"ZERO_RESULTS",322
"324",45.4627426,10.6166791,"locality","25019 Santa Maria di Lugana BS, Italy","locality,political","OK",323
"325",NA,NA,NA,NA,NA,"ZERO_RESULTS",324
"326",45.5443968,10.7254272,"establishment","Via Santa Cristina, 1, 37011 Bardolino VR, Italy","establishment,food,point_of_interest","OK",325
"327",NA,NA,NA,NA,NA,"ZERO_RESULTS",326
"328",46.068752,12.3314323,"establishment","Piave, Italy","establishment,natural_feature","OK",327
"329",45.1638854,25.4474606,"locality","Dealu Mare, Romania","locality,political","OK",328
"330",41.1579438,-8.6291053,"locality","Porto, Portugal","locality,political","OK",329
"331",43.9018159,1.896506,"locality","81600 Gaillac, France","locality,political","OK",330
"332",47.442767,2.8143545,"route","Rue du Val de Loire, 18240 Savigny-en-Sancerre, France","route","OK",331
"333",45.33813,4.443844,"colloquial_area","Montravel, 42660 Saint-Genest-Malifaux, France","colloquial_area,political","OK",332
"334",47.132235,2.156712,"locality","18120 Quincy, France","locality,political","OK",333
"335",47.2972963,2.9586536,"establishment","Château du Nozet, Le Château du Nozet, 58150 Pouilly-sur-Loire, France","establishment,food,point_of_interest","OK",334
"336",-37.28746,140.8553875,"locality","Coonawarra SA 5263, Australia","locality,political","OK",335
"337",34.4206377,-119.6994965,"establishment","30 El Paseo, Santa Barbara, CA 93101, USA","establishment,food,point_of_interest","OK",336
"338",NA,NA,NA,NA,NA,"ZERO_RESULTS",337
"339",NA,NA,NA,NA,NA,"ZERO_RESULTS",338
"340",45.9391338,-118.3974502,"route","Walla Walla Valley Rlwy, Milton-Freewater, OR 97862, USA","route","OK",339
"341",NA,NA,NA,NA,NA,"ZERO_RESULTS",340
"342",43.570642,3.877218,"establishment","Domaine de Manse Avenue Paysagère, CS 70026 Maurin, 34973 Lattes, France","establishment,point_of_interest","OK",341
"343",41.8962899,12.4826181,"route","Piazza Venezia, Roma RM, Italy","route","OK",342
"344",44.793529,0.492161,"locality","24240 Monbazillac, France","locality,political","OK",343
"345",NA,NA,NA,NA,NA,"ZERO_RESULTS",344
"346",-33.375584,18.3860652,"locality","Darling, 7345, South Africa","locality,political","OK",345
"347",47.2142438,-0.0706045,"establishment","15 Rue de l'Église, 49400 Chacé, France","establishment,food,point_of_interest","OK",346
"348",43.1735657,11.9332981,"establishment","Via Colonica, 1, 53045 Montepulciano SI, Italy","establishment,food,liquor_store,point_of_interest,store","OK",347
"349",43.6366479,0.4502368,"administrative_area_level_2","Gers, France","administrative_area_level_2,political","OK",348
"350",46.718922,5.52781,"establishment","53 Rue de Montbourgeau, 39570 L'Étoile, France","establishment,food,point_of_interest","OK",349
"351",43.6093896,3.877675,"establishment","3 Rue de l'Argenterie, 34000 Montpellier, France","establishment,food,liquor_store,point_of_interest,store","OK",350
"352",42.6918497,-76.920192,"establishment","Seneca Lake, New York, USA","establishment,natural_feature","OK",351
"353",46.6536279,-120.6541983,"route","Naches Heights Rd, Yakima, WA 98908, USA","route","OK",352
"354",-35.675147,-71.542969,"country","Chile","country,political","OK",353
"355",40.6430766,15.9699878,"administrative_area_level_1","Basilicata, Italy","administrative_area_level_1,political","OK",354
"356",42.403046,-73.8886727,"establishment","Hudson River, United States","establishment,natural_feature","OK",355
"357",46.8885229,15.8936247,"administrative_area_level_2","Südoststeiermark, Austria","administrative_area_level_2,political","OK",356
"358",37.9386365,22.9322383,"locality","Corinth 201 00, Greece","locality,political","OK",357
"359",40.3694997,23.287085,"administrative_area_level_3","Halkidiki, Greece","administrative_area_level_3,political","OK",358
"360",38.2975381,-122.286865,"locality","Napa, CA, USA","locality,political","OK",359
"361",46.996529,4.854326,"establishment","Rue du Pré Neuf, 21200 Montagny-lès-Beaune, France","establishment,food,point_of_interest","OK",360
"362",41.0013282,28.9094757,"establishment","Telsiz Mahallesi, 85/9. Sk., 34020 Zeytinburnu/İstanbul, Turkey","establishment,mosque,place_of_worship,point_of_interest","OK",361
"363",46.2890296,4.7403944,"route","À Pouilly, 71960 Fuissé, France","route","OK",362
"364",-36.499698,145.3882795,"route","Goulburn Valley Hwy, Victoria, Australia","route","OK",363
"365",49.4822116,7.8609481,"colloquial_area","Palatinate, Germany","colloquial_area,political","OK",364
"366",38.4035096,-122.6412853,"route","Bennett Valley Rd, Santa Rosa, CA, USA","route","OK",365
"367",35.5812742,-120.7849327,"route","Willow Creek Rd, Paso Robles, CA 93446, USA","route","OK",366
"368",45.0522366,7.5153885,"administrative_area_level_1","Piedmont, Italy","administrative_area_level_1,political","OK",367
"369",44.892394,-0.1646876,"establishment","33330 Saint-Émilion, France","establishment,food,point_of_interest","OK",368
"370",-33.8020653,19.8875431,"locality","Robertson, South Africa","locality,political","OK",369
"371",40.0124813,-3.0214712,"route","Camino Central Eléctrica, 16400 Tarancón, Cuenca, Spain","route","OK",370
"372",37.8534093,-121.9017954,"administrative_area_level_2","Contra Costa County, CA, USA","administrative_area_level_2,political","OK",371
"373",33.239637,35.653953,"locality","Dan, Israel","locality,political","OK",372
"374",44.3148443,-85.6023643,"administrative_area_level_1","Michigan, USA","administrative_area_level_1,political","OK",373
"375",NA,NA,NA,NA,NA,"ZERO_RESULTS",374
"376",38.3901848,-122.313842,"establishment","5350 Silverado Trail, Napa, CA 94558, USA","establishment,food,point_of_interest","OK",375
"377",NA,NA,NA,NA,NA,"ZERO_RESULTS",376
"378",38.5935173,-120.6604855,"locality","Fair Play, CA 95684, USA","locality,political","OK",377
"379",NA,NA,NA,NA,NA,"ZERO_RESULTS",378
"380",36.6850064,-6.1260744,"locality","Jerez, Cádiz, Spain","locality,political","OK",379
"381",-42.0851991,173.261074,"locality","Awatere Valley 7274, New Zealand","locality,political","OK",380
"382",48.3023867,16.409877,"establishment","Stammersdorfer Str. 31, 1210 Wien, Austria","establishment,food,point_of_interest","OK",381
"383",43.840098,1.389654,"locality","31620 Fronton, France","locality,political","OK",382
"384",44.853806,0.483392,"locality","24100 Bergerac, France","locality,political","OK",383
"385",48.3896089,15.4748897,"establishment","Wachau, 3602, Austria","establishment,natural_feature","OK",384
"386",40.4233642,17.9531836,"establishment","Penisola Salentina, Italy","establishment,natural_feature","OK",385
"387",44.855275,-0.570292,"route","Rue Rose, 33300 Bordeaux, France","route","OK",386
"388",41.2033216,-77.1945247,"administrative_area_level_1","Pennsylvania, USA","administrative_area_level_1,political","OK",387
"389",43.743887,4.795495,"locality","13520 Les Baux-de-Provence, France","locality,political","OK",388
"390",42.7976791,-122.4332992,"colloquial_area","Southern Oregon, OR, USA","colloquial_area,political","OK",389
"391",-33.3306832,18.7125791,"administrative_area_level_3","Malmesbury, South Africa","administrative_area_level_3,political","OK",390
"392",44.9622231,-85.485356,"locality","Old Mission, MI 49686, USA","locality,political","OK",391
"393",39.9375531,-7.8637747,"neighborhood","Dão, 6160 Oleiros, Portugal","neighborhood,political","OK",392
"394",46.5306691,11.2519441,"establishment","Via Silberleiten, 7, 39018 Terlano BZ, Italy","establishment,food,point_of_interest","OK",393
"395",38.794346,-121.9552466,"establishment","Dunnigan Hills, California 95627, USA","establishment,natural_feature","OK",394
"396",43.136418,5.754186,"locality","Bandol, France","locality,political","OK",395
"397",38.2971707,-122.2864459,"establishment","820 Randolph St, Napa, CA 94559, USA","establishment,food,point_of_interest","OK",396
"398",48.4333333,15.8,"establishment","Wagram, 3481, Austria","establishment,natural_feature","OK",397
"399",44.0574025,4.828508,"establishment","20 Avenue des Oliviers, 84230 Châteauneuf-du-Pape, France","establishment,food,point_of_interest","OK",398
"400",47.137985,4.9503199,"locality","21700 Nuits-Saint-Georges, France","locality,political","OK",399
"401",NA,NA,NA,NA,NA,"ZERO_RESULTS",400
"402",42.9223676,12.6418492,"establishment","Località Torre di Montefalco, 06036 Montefalco PG, Italy","establishment,food,point_of_interest","OK",401
"403",-35.2808267,-71.2599507,"locality","Río Claro, Maule Region, Chile","locality,political","OK",402
"404",45.8700399,18.453201,"locality","Villány, 7773 Hungary","locality,political","OK",403
"405",45.4589617,9.217585,"route","Viale Umbria, Milano MI, Italy","route","OK",404
"406",-34.1832749,-70.7476611,"route","Cachapoal, Rancagua, VI Región, Chile","route","OK",405
"407",38.2682196,15.6506461,"premise","Faro Capo Peloro, Località Torre Faro, 98164 Torre Faro ME, Italy","premise","OK",406
"408",46.212457,4.719626,"locality","69840 Chénas, France","locality,political","OK",407
"409",43.287723,-0.390892,"locality","64110 Jurançon, France","locality,political","OK",408
"410",47.260135,-0.080893,"locality","49400 Saumur, France","locality,political","OK",409
"411",46.2226645,24.1098947,"locality","Jidvei, Romania","locality,political","OK",410
"412",41.4919653,2.2940817,"locality","08328 Alella DO, Barcelona, Spain","locality,political","OK",411
"413",NA,NA,NA,NA,NA,"ZERO_RESULTS",412
"414",40.976111,16.406111,"establishment","Murgia, 70037 Ruvo di Puglia, Metropolitan City of Bari, Italy","establishment,natural_feature","OK",413
"415",43.2322828,10.6000578,"establishment","Loc. Le Capanne, 27, 57022 Bolgheri LI, Italy","establishment,food,point_of_interest,store","OK",414
"416",44.8436191,-0.5748527,"establishment","1 Cours du 30 Juillet, 33000 Bordeaux, France","establishment,point_of_interest","OK",415
"417",44.8603295,-0.565671,"route","Impasse Saint-Julien, 33300 Bordeaux, France","route","OK",416
"418",44.8392728,-0.6018928,"route","Rue de Pauillac, 33200 Bordeaux, France","route","OK",417
"419",38.4366996,-122.402785,"locality","Oakville, CA 94558, USA","locality,political","OK",418
"420",44.960546,-0.2085963,"route","Champs de Lalande, 33500 Lalande-de-Pomerol, France","route","OK",419
"421",NA,NA,NA,NA,NA,"ZERO_RESULTS",420
"422",44.632311,-0.316283,"establishment","D10 Route de Langon, 33410 Cadillac, France","establishment,liquor_store,museum,point_of_interest,store","OK",421
"423",-32.9846649,-68.7884399,"locality","Maipú, Mendoza Province, Argentina","locality,political","OK",422
"424",47.5384746,-0.435333,"route","Touraine, 49140 Villevêque, France","route","OK",423
"425",37.09024,-95.712891,"country","United States","country,political","OK",424
"426",38.9687211,-77.7355496,"locality","Middleburg, VA 20117, USA","locality,political","OK",425
"427",47.8946915,2.0388396,"route","Allée de Reuilly, 45430 Chécy, France","route","OK",426
"428",45.6139525,8.3715171,"locality","13045 Gattinara, Province of Vercelli, Italy","locality,political","OK",427
"429",-33.955,115.075,"locality","Margaret River WA 6285, Australia","locality,political","OK",428
"430",-34.5944028,-58.3800404,"clothing_store","Suipacha 1178, C1008AAX CABA, Argentina","clothing_store,establishment,point_of_interest,store","OK",429
"431",44.8464094,-0.5392778,"route","Boulevard de l'Entre-Deux-Mers, Bordeaux, France","route","OK",430
"432",42.3134584,-122.9669865,"locality","Jacksonville, OR 97530, USA","locality,political","OK",431
"433",45.0385608,4.8313012,"route","Rue du Rhône, 07300 Mauves, France","route","OK",432
"434",48.1270972,15.672287,"establishment","Traisen, Austria","establishment,natural_feature","OK",433
"435",42.668959,11.104058,"establishment","Maremma Regional Park, Via del Bersagliere, 7/9, 58100 Alberese GR, Italy","establishment,local_government_office,park,point_of_interest","OK",434
"436",39.5744596,-8.3635416,"political","Bairrada, 2300 Tomar, Portugal","political,sublocality,sublocality_level_1","OK",435
"437",31.8694325,34.9839119,"route","Negev, Sha'alvim, Israel","route","OK",436
"438",36.5760883,-120.9876321,"administrative_area_level_2","San Benito County, CA, USA","administrative_area_level_2,political","OK",437
"439",38.9022048,-9.0397427,"locality","Alverca do Ribatejo, Portugal","locality,political","OK",438
"440",41.5911589,1.5208624,"administrative_area_level_1","Catalonia, Spain","administrative_area_level_1,political","OK",439
"441",42.875938,-8.1314663,"locality","15808 Ribeiro, A Coruña, Spain","locality,political","OK",440
"442",44.85636,-0.488756,"bus_station","33370 Artigues-près-Bordeaux, France","bus_station,establishment,point_of_interest,transit_station","OK",441
"443",35.3102296,-120.4357631,"administrative_area_level_2","San Luis Obispo County, CA, USA","administrative_area_level_2,political","OK",442
"444",43.2336764,10.6170139,"locality","57022 Bolgheri, Province of Livorno, Italy","locality,political","OK",443
"445",38.3414041,-0.4796927,"bar","Marina Deportiva Puerto de Alicante, Muelle Levante, 4, 03001 Alicante, Spain","bar,establishment,food,point_of_interest,restaurant","OK",444
"446",NA,NA,NA,NA,NA,"ZERO_RESULTS",445
"447",NA,NA,NA,NA,NA,"ZERO_RESULTS",446
"448",44.8533003,-0.0436106,"establishment","6 Allée de la République, 33350 Castillon-la-Bataille, France","establishment,liquor_store,point_of_interest,store,travel_agency","OK",447
"449",43.3049668,3.5402154,"campground","Les Méditerranées - Camping Beach Garden, 1078 Avenue des Campings, 34340 Marseillan, France","campground,establishment,lodging,park,point_of_interest","OK",448
"450",44.94665,-0.005733,"establishment","Château de Francs, 33570 Francs, France","establishment,food,point_of_interest","OK",449
"451",NA,NA,NA,NA,NA,"ZERO_RESULTS",450
"452",46.180983,4.665474,"locality","Chiroubles, France","locality,political","OK",451
"453",46.245875,4.743208,"locality","71570 Saint-Amour-Bellevue, France","locality,political","OK",452
"454",42.3465529,-7.8632584,"route","Rúa Ribeira Sacra, Ourense, Spain","route","OK",453
"455",45.0821226,-86.0733634,"administrative_area_level_2","Leelanau County, MI, USA","administrative_area_level_2,political","OK",454
"456",NA,NA,NA,NA,NA,"ZERO_RESULTS",455
"457",NA,NA,NA,NA,NA,"ZERO_RESULTS",456
"458",NA,NA,NA,NA,NA,"ZERO_RESULTS",457
"459",43.744633,4.356005,"colloquial_area","Mas des Coteaux, 30510 Générac, France","colloquial_area,political","OK",458
"460",38.291859,-122.4580356,"locality","Sonoma, CA 95476, USA","locality,political","OK",459
"461",39.4486999,-7.3703481,"locality","7330-012 Beira, Portugal","locality,political","OK",460
"462",-35.2962556,139.038277,"locality","Langhorne Creek SA 5255, Australia","locality,political","OK",461
"463",NA,NA,NA,NA,NA,"ZERO_RESULTS",462
"464",NA,NA,NA,NA,NA,"ZERO_RESULTS",463
"465",NA,NA,NA,NA,NA,"ZERO_RESULTS",464
"466",34.4208305,-119.6981901,"locality","Santa Barbara, CA, USA","locality,political","OK",465
"467",45.03559,-0.499048,"route","Avenue des Côtes de Bourg, 33710, France","route","OK",466
"468",44.7313855,8.3218022,"establishment","Str. Nizza-canelli, 99, 14042 Calamandrana AT, Italy","establishment,food,point_of_interest","OK",467
"469",33.22,35.6225,"locality","Upper Galilee Regional Council, Israel","locality,political","OK",468
"470",44.8847177,-0.1545992,"establishment","33330 Saint-Émilion, France","establishment,point_of_interest","OK",469
"471",NA,NA,NA,NA,NA,"ZERO_RESULTS",470
"472",48.9256884,2.478422,"route","Rue de Bergerac, 93150 Le Blanc-Mesnil, France","route","OK",471
"473",46.143967,4.6782106,"political","Morgon, 69910 Villié-Morgon, France","political,sublocality,sublocality_level_1","OK",472
"474",37.136425,-75.9646,"establishment","32383 Lankford Hwy, Cape Charles, VA 23310, USA","establishment,point_of_interest,travel_agency","OK",473
"475",NA,NA,NA,NA,NA,"ZERO_RESULTS",474
"476",NA,NA,NA,NA,NA,"ZERO_RESULTS",475
"477",45.8635541,-122.8143285,"route","Columbia, St Helens, OR 97051, USA","route","OK",476
"478",45.0735976,-0.7932104,"establishment","21 Avenue de Soulac, 33480 Listrac-Médoc, France","establishment,food,point_of_interest","OK",477
"479",40.4289764,22.9304174,"locality","Epanomi 575 00, Greece","locality,political","OK",478
"480",44.9506726,-0.0951753,"establishment","15 Rue de Lincent, 33570 Lussac, France","establishment,food,point_of_interest","OK",479
"481",44.7940883,8.3488793,"establishment","Via la Serra, 20, 14049 Vaglio Serra AT, Italy","establishment,food,point_of_interest","OK",480
"482",37.82133,22.660998,"locality","Nemea 205 00, Greece","locality,political","OK",481
"483",44.952398,6.4840823,"establishment","Rhône","establishment,natural_feature","OK",482
"484",37.5079472,22.37349,"administrative_area_level_2","Peloponnese, Greece","administrative_area_level_2,political","OK",483
"485",NA,NA,NA,NA,NA,"ZERO_RESULTS",484
"486",-33.5486878,-71.5954524,"route","Aconcagua, Cartagena, Región de Valparaíso, Chile","route","OK",485
"487",45.4214476,11.2490829,"establishment","Via Mattielli, 11, 37038 Soave VR, Italy","establishment,point_of_interest","OK",486
"488",46.912833,4.696534,"locality","21590 Santenay, France","locality,political","OK",487
"489",46.945092,4.753296,"locality","21190 Puligny-Montrachet, France","locality,political","OK",488
"490",44.9842641,8.3076463,"establishment","Cascina Montalbera, 1, 14030 Castagnole Monferrato AT, Italy","establishment,food,point_of_interest","OK",489
"491",46.1727525,10.0673637,"route","Via Valtellina, 23036 Teglio SO, Italy","route","OK",490
"492",45.1946975,9.1788856,"route","Via Oltrepò, 27100 Pavia PV, Italy","route","OK",491
"493",39.1303853,-122.8774692,"route","Red Hill Ln, Upper Lake, CA 95485, USA","route","OK",492
"494",49.1950982,16.6067304,"colloquial_area","Moravia, 602 00 Brno-Brno-střed, Czechia","colloquial_area,political","OK",493
"495",41.0745943,1.1401809,"establishment","Spain, Passeig de Jaume I, 24, 43840 Salou, Tarragona, Spain","establishment,food,meal_takeaway,point_of_interest,restaurant","OK",494
"496",46.151241,14.995463,"country","Slovenia","country,political","OK",495
"497",45.0853331,-0.7454046,"establishment","25 Route de la Gare, 33480 Moulis-en-Médoc, France","establishment,food,point_of_interest","OK",496
"498",-34.44,116.05,"locality","Pemberton WA 6260, Australia","locality,political","OK",497
"499",47.4259675,-0.5518613,"route","Rue des Roses, 49130 Sainte-Gemmes-sur-Loire, France","route","OK",498
"500",44.8404561,-0.5706749,"establishment","13 Rue des Faussets, 33000 Bordeaux, France","establishment,food,point_of_interest,restaurant","OK",499
"501",NA,NA,NA,NA,NA,"ZERO_RESULTS",500
"502",33.7043858,-117.8794925,"neighborhood","South Coast, Santa Ana, CA, USA","neighborhood,political","OK",501
"503",NA,NA,NA,NA,NA,"ZERO_RESULTS",502
"504",42.0668852,-81.3399414,"establishment","Lake Erie","establishment,natural_feature","OK",503
"505",39.3221089,-123.113059,"locality","Potter Valley, CA 95469, USA","locality,political","OK",504
"506",38.291859,-122.4580356,"locality","Sonoma, CA 95476, USA","locality,political","OK",505
"507",46.78307,4.742663,"locality","71640 Givry, France","locality,political","OK",506
"508",44.2581983,0.2979439,"establishment","12 Rue Maurice Luxembourg, 47160 Buzet-sur-Baïse, France","establishment,point_of_interest","OK",507
"509",45.504844,10.921923,"establishment","Via Fontana, 14, 37029 San Pietro In Cariano VR, Italy","establishment,food,point_of_interest","OK",508
"510",40.678535,-7.9080385,"route","Bairro Terras Pretas, 3500 Viseu, Portugal","route","OK",509
"511",NA,NA,NA,NA,NA,"ZERO_RESULTS",510
"512",NA,NA,NA,NA,NA,"ZERO_RESULTS",511
"513",40.277859,-7.508983,"establishment","Universidade da Beira Interior, R. Marquês de Ávila e Bolama, 6201-001 Covilhã, Portugal","establishment,point_of_interest,university","OK",512
"514",NA,NA,NA,NA,NA,"ZERO_RESULTS",513
"515",NA,NA,NA,NA,NA,"ZERO_RESULTS",514
"516",42.9223676,12.6418492,"establishment","Località Torre di Montefalco, 06036 Montefalco PG, Italy","establishment,food,point_of_interest","OK",515
"517",41.4603375,12.9074592,"establishment","Via Lucia Scaravelli, 14, 04100 Latina LT, Italy","establishment,lodging,point_of_interest","OK",516
"518",38.6037982,-122.7772125,"establishment","Chalk Hill, California 95448, USA","establishment,natural_feature","OK",517
"519",45.9081087,27.0905428,"locality","Panciu, Romania","locality,political","OK",518
"520",43.7765642,11.2532324,"establishment","Via dell'Ariento, 50123 Firenze FI, Italy","establishment,point_of_interest","OK",519
"521",37.0296949,14.5226706,"establishment","SP3, Km 14,300, 97019 Vittoria RG, Italy","establishment,food,point_of_interest","OK",520
"522",-34.351814,117.0654331,"locality","Frankland River WA 6396, Australia","locality,political","OK",521
"523",-33.625,115.3197222,"establishment","Geographe Bay, Western Australia, Australia","establishment,natural_feature","OK",522
"524",-27.6728168,121.6283098,"administrative_area_level_1","Western Australia, Australia","administrative_area_level_1,political","OK",523
"525",43.068861,-79.1230797,"establishment","7373 Niagara Square Dr, Niagara Falls, ON L2H 1J2, Canada","establishment,lodging,point_of_interest,spa","OK",524
"526",41.6738865,14.7520939,"administrative_area_level_1","Molise, Italy","administrative_area_level_1,political","OK",525
"527",40.0583238,-74.4056612,"administrative_area_level_1","New Jersey, USA","administrative_area_level_1,political","OK",526
"528",NA,NA,NA,NA,NA,"ZERO_RESULTS",527
"529",NA,NA,NA,NA,NA,"ZERO_RESULTS",528
"530",NA,NA,NA,NA,NA,"ZERO_RESULTS",529
"531",39.2652491,-123.2041429,"locality","Redwood Valley, CA 95470, USA","locality,political","OK",530
"532",NA,NA,NA,NA,NA,"ZERO_RESULTS",531
"533",43.6987788,7.2847799,"bar","7 Place de l'Île de Beauté, 06300 Nice, France","bar,cafe,establishment,food,point_of_interest,restaurant","OK",532
"534",34.1120955,-117.5776336,"establishment","10440 Ashford St, Rancho Cucamonga, CA 91730, USA","establishment,point_of_interest","OK",533
"535",43.6308502,3.8194283,"route","Allée du Pays d'Ôc, 34080 Montpellier, France","route","OK",534
"536",-33.4739046,-70.6430321,"route","Bío Bío, Santiago, Región Metropolitana, Chile","route","OK",535
"537",45.943161,24.96676,"country","Romania","country,political","OK",536
"538",43.9446996,4.1513764,"administrative_area_level_2","Gard, France","administrative_area_level_2,political","OK",537
"539",37.3511695,-121.8583851,"establishment","1614 Alum Rock Ave, San Jose, CA 95116, USA","establishment,food,point_of_interest,restaurant","OK",538
"540",43.5830644,11.3186815,"locality","50022 Greve in Chianti, Metropolitan City of Florence, Italy","locality,political","OK",539
"541",43.613497,11.073393,"establishment","Via Colle San Lorenzo, 7, 50025 Montespertoli FI, Italy","establishment,lodging,point_of_interest","OK",540
"542",43.321802,11.3285404,"establishment","30 Piazza Matteotti Giacomo, Siena, Si 53100, Italy","establishment,food,point_of_interest","OK",541
"543",44.8110677,-0.4823541,"route","Avenue de Claret, 33360 Carignan-de-Bordeaux, France","route","OK",542
"544",46.192646,4.6974557,"locality","69820 Fleurie, France","locality,political","OK",543
"545",NA,NA,NA,NA,NA,"ZERO_RESULTS",544
"546",38.5039105,-120.7565689,"locality","Fiddletown, CA, USA","locality,political","OK",545
"547",47.276972,-0.485391,"political","Bonnezeaux AOC, 49380 Thouarcé, France","political,sublocality,sublocality_level_1","OK",546
"548",47.1595458,4.9552993,"establishment","7 Rue des Communes, 21700 Vosne-Romanée, France","establishment,food,point_of_interest","OK",547
"549",42.5696378,-8.1160242,"establishment","Minho","establishment,natural_feature","OK",548
"550",48.6221769,7.4839214,"establishment","102 Rue du Général de Gaulle, 67520 Marlenheim, France","establishment,food,liquor_store,point_of_interest,store","OK",549
"551",NA,NA,NA,NA,NA,"ZERO_RESULTS",550
"552",46.895502,4.669666,"locality","71150 Cheilly-lès-Maranges, France","locality,political","OK",551
"553",38.5725523,-90.882081,"locality","Augusta, MO 63332, USA","locality,political","OK",552
"554",47.744005,3.647396,"locality","89530 Saint-Bris-le-Vineux, France","locality,political","OK",553
"555",34.5199402,-105.8700901,"administrative_area_level_1","New Mexico, USA","administrative_area_level_1,political","OK",554
"556",38.8026097,-116.419389,"administrative_area_level_1","Nevada, USA","administrative_area_level_1,political","OK",555
"557",-34.85025,138.659,"locality","Gilles Plains SA 5086, Australia","locality,political","OK",556
"558",45.5877329,8.1925447,"locality","13853 Lessona BI, Italy","locality,political","OK",557
"559",NA,NA,NA,NA,NA,"ZERO_RESULTS",558
